2 -5 10 0 156 255 
1 9 -6 58 255 196 
-1 12 -5 58 255 196 
-3 -5 11 0 156 255 
2 7 -8 58 255 196 
-4 -5 9 0 156 255 
-4 -4 4 0 156 255 
0 11 -6 58 255 196 
2 14 -7 58 255 196 
1 -3 11 0 156 255 
-2 15 -6 58 255 196 
-1 2 9 0 156 255 
-2 12 -6 58 255 196 
1 8 -7 58 255 196 
0 -3 8 0 156 255 
4 6 -11 58 255 196 
1 -1 18 215 255 39 
-3 19 -6 58 255 196 
2 -5 13 0 156 255 
3 18 -6 58 255 196 
2 7 -10 58 255 196 
6 13 -5 58 255 196 
-7 15 -4 58 255 196 
-4 -13 17 255 43 0 
-6 15 -4 58 255 196 
-3 17 -7 58 255 196 
-2 -8 10 0 156 255 
1 -4 3 0 156 255 
3 17 -6 58 255 196 
0 -3 15 0 156 255 
-2 10 -6 58 255 196 
4 -5 7 0 156 255 
1 14 -6 58 255 196 
-3 17 -6 58 255 196 
-1 12 -7 58 255 196 
0 -2 12 0 156 255 
1 -1 21 215 255 39 
0 -4 13 0 156 255 
0 -2 20 215 255 39 
1 6 -6 58 255 196 
0 -7 15 255 39 0 
4 -4 5 0 156 255 
1 7 -8 58 255 196 
1 11 -7 58 255 196 
0 9 -8 58 255 196 
0 8 -7 58 255 196 
3 -6 12 0 156 255 
1 -3 6 0 156 255 
2 -8 9 0 156 255 
-4 -12 17 255 43 0 
-2 4 -6 58 255 196 
-1 1 11 0 156 255 
1 11 -5 58 255 196 
-4 12 -5 156 156 98 
-4 19 -6 58 255 196 
0 -6 15 255 39 0 
2 17 -5 58 255 196 
0 9 -9 58 255 196 
1 -4 13 0 156 255 
-5 -13 1 255 129 0 
-1 -4 3 0 156 255 
0 -7 1 0 156 255 
1 2 4 0 156 255 
-2 0 4 0 156 255 
0 14 -5 58 255 196 
0 9 -6 58 255 196 
3 -4 5 0 156 255 
3 15 -5 58 255 196 
-1 -3 5 0 156 255 
3 14 -6 58 255 196 
-2 7 -9 58 255 196 
0 -8 3 0 156 255 
5 14 -5 58 255 196 
0 11 -9 58 255 196 
0 1 4 0 156 255 
5 16 -4 58 255 196 
0 12 -7 58 255 196 
0 -5 10 0 156 255 
-3 -4 10 0 156 255 
0 -4 8 0 156 255 
3 18 -5 58 255 196 
1 -5 12 0 156 255 
2 8 -9 58 255 196 
-1 -2 21 215 255 39 
2 12 -5 58 255 196 
-1 14 -6 58 255 196 
3 -5 13 0 156 255 
-2 -4 13 0 156 255 
-1 -5 13 0 156 255 
-1 11 -7 58 255 196 
1 -4 14 0 156 255 
-2 6 -10 58 255 196 
0 -1 21 215 255 39 
2 8 -8 58 255 196 
2 -8 10 0 156 255 
-3 -5 12 0 156 255 
5 -7 12 0 156 255 
1 1 10 0 156 255 
-3 -5 13 0 156 255 
-3 -2 4 0 156 255 
2 7 -9 58 255 196 
-2 13 -6 58 255 196 
4 -6 12 0 156 255 
4 19 -6 58 255 196 
-1 -2 11 0 156 255 
-1 9 -6 58 255 196 
0 8 -4 58 255 196 
-5 -12 1 255 129 0 
1 -7 9 0 156 255 
0 -2 21 215 255 39 
-2 -3 4 0 156 255 
1 9 -5 58 255 196 
5 -12 1 255 201 0 
-1 2 4 0 156 255 
0 -1 3 0 156 255 
-3 -3 13 0 156 255 
-3 6 -9 58 255 196 
2 -1 4 0 156 255 
-4 -4 5 0 156 255 
-3 11 -7 58 255 196 
1 -6 13 0 156 255 
0 -4 3 0 156 255 
-1 1 4 0 156 255 
0 -7 3 0 156 255 
-3 -1 19 215 255 39 
4 12 -8 58 255 196 
-1 -7 9 0 156 255 
1 -5 11 0 156 255 
2 6 -10 58 255 196 
1 0 5 0 156 255 
-2 13 -7 58 255 196 
1 11 -8 58 255 196 
-6 15 -5 58 255 196 
4 -6 11 0 156 255 
0 13 -5 58 255 196 
-3 17 -5 58 255 196 
-1 -2 4 0 156 255 
0 -5 3 0 156 255 
1 -1 8 0 156 255 
3 -4 10 0 156 255 
4 -11 17 141 0 0 
-4 -6 12 0 156 255 
0 -3 9 0 156 255 
4 17 -5 58 255 196 
-1 -2 3 0 156 255 
-3 -3 4 0 156 255 
-4 18 -5 58 255 196 
4 6 -10 58 255 196 
0 0 10 0 156 255 
-2 -1 21 215 255 39 
0 -6 3 0 156 255 
0 -4 7 0 156 255 
-1 10 -6 58 255 196 
0 2 -1 198 0 0 
1 -4 12 0 156 255 
0 0 5 0 156 255 
-1 5 -6 58 255 196 
-2 -4 7 0 156 255 
-1 8 -6 58 255 196 
0 6 -9 58 255 196 
0 -3 5 0 156 255 
4 -3 4 0 156 255 
0 5 -3 255 196 0 
4 -11 16 141 0 0 
0 8 -6 58 255 196 
1 12 -7 58 255 196 
3 19 -6 58 255 196 
1 11 -6 58 255 196 
-1 -1 20 215 255 39 
4 -6 13 0 156 255 
-1 -3 6 0 156 255 
6 15 -4 58 255 196 
2 -1 18 215 255 39 
0 0 -1 198 0 0 
-5 14 -5 58 255 196 
0 10 -7 58 255 196 
1 -2 4 0 156 255 
4 -4 6 0 156 255 
0 -1 6 0 156 255 
1 1 11 0 156 255 
0 -5 9 0 156 255 
4 12 -5 0 0 255 
-1 0 4 0 156 255 
0 -7 12 0 156 255 
0 -5 13 0 156 255 
0 -1 1 0 156 255 
-5 -11 1 255 129 0 
1 -2 11 0 156 255 
0 1 -1 198 0 0 
1 -3 13 0 156 255 
0 0 7 0 156 255 
0 -6 2 0 156 255 
-2 11 -6 58 255 196 
3 7 -9 58 255 196 
0 10 -3 58 255 196 
1 -6 9 0 156 255 
0 -7 9 0 156 255 
-1 -3 8 0 156 255 
-4 -11 17 255 43 0 
-3 14 -6 58 255 196 
0 -3 3 0 156 255 
1 4 -6 58 255 196 
0 6 -3 255 196 0 
2 9 -5 58 255 196 
0 0 4 0 156 255 
-3 18 -6 58 255 196 
-1 -1 21 215 255 39 
-3 18 -5 58 255 196 
1 8 -9 58 255 196 
-7 15 -5 58 255 196 
8 15 -5 58 255 196 
0 -7 2 0 156 255 
1 1 4 0 156 255 
-1 1 10 0 156 255 
2 -2 15 0 156 255 
0 -2 4 0 156 255 
0 11 -7 58 255 196 
-5 -4 4 0 156 255 
-3 16 -5 58 255 196 
1 12 -6 58 255 196 
-1 -1 18 215 255 39 
-1 1 5 0 156 255 
-2 -5 10 0 156 255 
0 -5 2 0 156 255 
0 -1 15 0 156 255 
-1 11 -6 58 255 196 
3 -2 4 0 156 255 
3 6 -9 58 255 196 
-1 11 -8 58 255 196 
-1 -6 9 0 156 255 
7 15 -4 58 255 196 
-1 -3 14 0 156 255 
1 1 7 0 156 255 
-1 8 -9 58 255 196 
3 17 -5 58 255 196 
-5 -12 17 255 43 0 
1 -3 8 0 156 255 
-3 15 -5 58 255 196 
-6 16 -4 58 255 196 
3 -4 8 0 156 255 
-1 -1 4 0 156 255 
2 -3 5 0 156 255 
2 11 -6 58 255 196 
3 -4 6 0 156 255 
0 12 -6 58 255 196 
-2 -3 5 0 156 255 
-4 -4 6 0 156 255 
1 -5 8 0 156 255 
-2 -5 13 0 156 255 
-4 -6 13 0 156 255 
3 -5 11 0 156 255 
0 11 -8 58 255 196 
2 10 -6 58 255 196 
0 3 9 0 156 255 
0 -2 2 0 156 255 
-2 9 -6 58 255 196 
-1 -4 9 0 156 255 
0 -2 9 0 156 255 
-3 -4 7 0 156 255 
0 14 -6 58 255 196 
1 -3 12 0 156 255 
0 -1 22 215 255 39 
-4 16 -5 58 255 196 
3 -1 19 215 255 39 
0 10 -6 58 255 196 
2 13 -7 58 255 196 
-2 -4 15 0 156 255 
5 -4 4 0 156 255 
2 -4 7 0 156 255 
0 9 -4 58 255 196 
2 -6 9 0 156 255 
0 9 -10 58 255 196 
-3 -2 5 0 156 255 
6 14 -5 58 255 196 
7 15 -5 58 255 196 
-2 9 -5 58 255 196 
-2 -2 4 0 156 255 
-1 -3 12 0 156 255 
-4 18 -6 58 255 196 
0 0 6 0 156 255 
3 11 -7 58 255 196 
-1 -3 13 0 156 255 
1 10 -6 58 255 196 
-5 15 -5 58 255 196 
0 10 -5 58 255 196 
-1 -4 8 0 156 255 
-1 -5 8 0 156 255 
-4 -3 4 0 156 255 
1 -3 4 0 156 255 
2 -4 13 0 156 255 
4 -5 9 0 156 255 
-6 14 -5 58 255 196 
-2 7 -10 58 255 196 
-1 0 8 0 156 255 
0 -4 14 0 156 255 
-3 7 -9 58 255 196 
-2 -6 9 0 156 255 
0 -1 8 0 156 255 
-1 0 5 0 156 255 
1 -3 3 0 156 255 
0 -6 9 0 156 255 
-5 16 -4 58 255 196 
-2 17 -5 58 255 196 
2 -1 21 215 255 39 
-3 -4 5 0 156 255 
4 -13 16 141 0 0 
3 16 -5 58 255 196 
2 -3 12 0 156 255 
4 15 -5 58 255 196 
1 6 -9 58 255 196 
4 16 -5 58 255 196 
4 18 -5 58 255 196 
0 -3 4 0 156 255 
0 -2 10 0 156 255 
0 1 5 0 156 255 
0 -2 16 0 156 255 
-4 12 -8 58 255 196 
-2 -3 12 0 156 255 
-1 -1 19 215 255 39 
-2 8 -9 58 255 196 
0 13 -6 58 255 196 
2 -4 14 0 156 255 
1 8 -6 58 255 196 
2 -2 4 0 156 255 
2 15 -6 58 255 196 
-1 6 -9 58 255 196 
6 15 -5 58 255 196 
-2 -1 18 215 255 39 
5 -12 17 141 0 0 
5 -11 1 255 201 0 
0 10 -4 58 255 196 
1 5 -6 58 255 196 
-1 8 -7 58 255 196 
0 -1 10 0 156 255 
3 6 -10 58 255 196 
3 -3 4 0 156 255 
2 13 -6 58 255 196 
-1 -5 11 0 156 255 
-1 -5 9 0 156 255 
2 6 -9 58 255 196 
-2 14 -7 58 255 196 
1 1 3 0 156 255 
-1 1 7 0 156 255 
0 -3 6 0 156 255 
-4 -5 7 0 156 255 
0 3 8 0 156 255 
1 -2 3 0 156 255 
5 -12 0 255 201 0 
-6 13 -5 58 255 196 
-1 9 -5 58 255 196 
4 -4 4 0 156 255 
0 -4 9 0 156 255 
2 9 -6 58 255 196 
0 -2 11 0 156 255 
-7 14 -5 58 255 196 
-2 -1 4 0 156 255 
0 -3 12 0 156 255 
0 -4 10 0 156 255 
0 9 -5 58 255 196 
3 17 -7 58 255 196 
3 7 -10 58 255 196 
1 -2 14 0 156 255 
